Regulator	Target	MI	pvalue
CEBPB	ZEB1	0.2601885926828518	0.0
RUNX1	CHI3L1	0.2934652159347395	0.0
CEBPB	C15orf48	0.26272422736788364	0.0
RUNX1	COL3A1	0.3338617925336432	0.0
FOSL2	LPAR2	0.2528483908529706	0.01855443637692744
BHLHE40	CARD9	0.27367455783554073	5.2193469646244495E-5
CEBPB	DEF6	0.2926676504928092	0.0
RUNX1	TNFRSF12A	0.2538609885040807	2.204701587960045E-6
CEBPB	ETHE1	0.2755283491211179	0.0
FOSL2	CCDC28B	0.30960248817633956	4.300246825295062E-7
RUNX1	TNFRSF10D	0.2653121123325345	4.5227155354155E-10
BHLHE40	NPEPL1	0.24072594865637503	2.6280644327414393E-9
CEBPD	MTOR	0.27600196416058936	1.4814949267361044E-8
FOSL2	CBR4	0.2558732151417434	0.004539787527535477
STAT3	CKS2	0.2718146661599085	0.0
CEBPB	SMAD5	0.2296023751869395	0.004539787527535477
RUNX1	OSBPL10	0.2925019564730615	0.0
CEBPB	PRAM1	0.25536488193286117	8.112773786095318E-8
CEBPB	SRGAP3	0.29195314326723426	0.0
CEBPD	NFKBIZ	0.2991183206792234	0.0
RUNX1	MAN2B1	0.2895007406862255	8.112773786095318E-8
FOSL2	CAV1	0.33886389585783805	0.0
CEBPD	NFKBIA	0.3211554248849861	0.0
STAT3	TNKS1BP1	0.27811468477106593	1.092015777803823E-5
CEBPD	SUSD5	0.25666126357074337	4.5227155354155E-10
CEBPB	GBGT1	0.29990172052083247	0.0
FOSL2	CAST	0.3031353870860813	2.204701587960045E-6
CEBPB	FERMT3	0.4135984904861098	0.0
RUNX1	SRCIN1	0.2457040168056865	0.01855443637692744
RUNX1	DAPL1	0.24065715402572457	0.004539787527535477
BHLHE40	NEK2	0.2758320917365897	0.004539787527535477
BHLHE40	NEK6	0.24899625650146467	0.004539787527535477
RUNX1	PLOD3	0.26182057301837924	2.4040999261343288E-4
RUNX1	PLOD1	0.2695300547759962	8.112773786095318E-8
CEBPB	RHBDL3	0.2301696344122429	0.0010657119820622896
RUNX1	ENPEP	0.2742285701580945	8.112773786095318E-8
CEBPB	RHBDF2	0.3236698716308123	0.0
CEBPB	SUZ12	0.25816117181142245	1.4814949267361044E-8
BHLHE40	PRELID2	0.25053847554283915	7.334133300673784E-11
CEBPB	SMC1A	0.25647350164951654	0.004539787527535477
FOSL2	YAF2	0.2808306106532058	0.0
BHLHE40	KDM1A	0.2530734784386482	8.112773786095318E-8
RUNX1	ZYX	0.30627817075063585	0.0
RUNX1	LRRFIP1	0.26569031701133833	1.4814949267361044E-8
RUNX1	HIP1R	0.26119820183721537	0.01855443637692744
RUNX1	GABRG1	0.2511543027818072	0.004539787527535477
CEBPB	CYP2S1	0.30469835577768617	0.0
BHLHE40	TBPL1	0.27247576347194846	0.0
CEBPD	LRRC4	0.2903464794809312	2.204701587960045E-6
FOSL2	SNRPE	0.259674570415855	2.204701587960045E-6
FOSL2	FUT11	0.26171620125659517	0.0
BHLHE40	OSGEPL1	0.2675507595436337	5.2193469646244495E-5
CEBPB	ZFP2	0.24234962936767562	7.334133300673784E-11
CEBPB	ZFP1	0.27045863470657333	5.2193469646244495E-5
BHLHE40	FEM1C	0.2629068643966613	0.01855443637692744
CEBPB	FLJ36031	0.26679062549010585	0.0
RUNX1	COL4A1	0.2538255754333826	0.0
RUNX1	COL4A2	0.27661540214521735	8.112773786095318E-8
RUNX1	UPP1	0.25528832740502827	5.2193469646244495E-5
BHLHE40	NLRC5	0.2529141067287322	1.092015777803823E-5
CEBPB	ARPC1B	0.3865307328148249	0.0
RUNX1	ABCC3	0.29285228606766445	0.0
CEBPB	TAS2R10	0.26689316987777734	1.092015777803823E-5
FOSL2	KYNU	0.2704472349572693	4.5227155354155E-10
FOSL2	BCL2L2	0.2809735998708915	0.004539787527535477
STAT3	CISD2	0.24209993465041185	0.01855443637692744
BHLHE40	STK40	0.2553132167116138	0.01855443637692744
FOSL2	TAF5L	0.29602804853378056	0.01855443637692744
CEBPB	IFI30	0.40411188368909695	0.0
FOSL2	LOC643837	0.2688445556275081	1.092015777803823E-5
FOSL2	CA12	0.33190180589498924	0.0
FOSL2	GMIP	0.26860775788654134	8.112773786095318E-8
RUNX1	PMEPA1	0.2680454438373112	0.0
CEBPB	ACOT9	0.24811288116058378	0.0
FOSL2	FAM129B	0.34975076557674895	0.0
FOSL2	FAM129A	0.3374475446739671	0.0
CEBPB	MEI1	0.26115325870710665	0.0
CEBPD	RHOB	0.24104682620513174	0.004539787527535477
BHLHE40	SNRNP40	0.29330736518780476	0.004539787527535477
CEBPB	LHFPL2	0.2603889081679339	0.0
CEBPB	CH25H	0.3133529555893463	0.0
CEBPB	APOBEC3D	0.2697530063247909	0.0010657119820622896
CEBPB	APOBEC3C	0.2623814328632178	0.0
CEBPB	APOBEC3G	0.2686629768813054	0.0
CEBPB	APOBEC3F	0.25582527357409474	5.2193469646244495E-5
CEBPB	RNASET2	0.3567089862040476	0.0
RUNX1	SHD	0.2278376564340875	1.092015777803823E-5
RUNX1	SHH	0.2461253918008473	1.4814949267361044E-8
CEBPD	FOSL2	0.3023516830168341	0.0
BHLHE40	SLC2A14	0.31060759343901284	0.0
CEBPB	RNF165	0.2730148459498213	7.334133300673784E-11
FOSL2	CDV3	0.2721189368860304	0.0010657119820622896
CEBPB	RNF130	0.28642404909406605	0.0
RUNX1	STS	0.22915663604442268	0.004539787527535477
CEBPB	RNF149	0.3071677891912853	0.0
CEBPB	C8orf4	0.33232574832577405	0.01855443637692744
RUNX1	COL5A1	0.3809993735375872	0.0
RUNX1	COL5A3	0.25338637429583083	4.300246825295062E-7
CEBPB	RNF19B	0.26192942876871517	1.4814949267361044E-8
RUNX1	FKBP11	0.24497328504064525	2.204701587960045E-6
RUNX1	FKBP10	0.27999868992354	0.0
STAT3	F3	0.2573548418073635	2.4040999261343288E-4
CEBPD	LGALS3	0.29956803469851484	0.0
CEBPD	LGALS1	0.28204144887418486	0.01855443637692744
FOSL2	FOXRED1	0.2520322918949371	0.0010657119820622896
FOSL2	CD93	0.3331049990271821	0.0
FOSL2	PSMB5	0.28417573368764987	0.0
BHLHE40	SETMAR	0.23782714809563668	2.204701587960045E-6
CEBPD	ADAMTSL4	0.2837071311850283	0.0
CEBPB	NAP1L5	0.274742082728417	8.112773786095318E-8
CEBPB	TIPARP	0.3102053207610497	1.092015777803823E-5
CEBPD	RGS2	0.3078503510907891	0.01855443637692744
CEBPD	RGS1	0.3901588412681028	5.2193469646244495E-5
CEBPB	MPHOSPH9	0.23816241902441662	0.01855443637692744
CEBPB	LAIR1	0.387336563093738	0.0
CEBPB	DLL1	0.2822273017784413	0.0
CEBPB	TREML3	0.28102217787110023	0.0
CEBPB	TREML2	0.2769305470478908	0.0
CEBPB	TREML1	0.2915683674010161	0.0
FOSL2	ARAP1	0.24876067704905588	2.4040999261343288E-4
STAT3	MOBKL2A	0.28161396267468286	7.334133300673784E-11
FOSL2	CCDC138	0.28416406720658954	0.0
CEBPD	PLSCR1	0.2814467024849619	0.0
FOSL2	CCL7	0.2947191845785687	0.0
FOSL2	CCL2	0.3084910999478754	0.0
CEBPB	B3GNT8	0.26819453664096304	0.0
CEBPB	PRDX6	0.23700297959124897	2.204701587960045E-6
CEBPB	PRDX4	0.26454846999002385	2.6280644327414393E-9
STAT3	CLINT1	0.24014712946823982	0.0010657119820622896
FOSL2	PIN1	0.24423247637590026	0.01855443637692744
BHLHE40	CSMD3	0.2695327012008351	2.6280644327414393E-9
RUNX1	HLTF	0.22525792244397796	0.004539787527535477
CEBPB	BCL7A	0.2696653473029237	0.0
CEBPD	RIN1	0.281062077768726	5.2193469646244495E-5
FOSL2	SERP2	0.27844901130653554	0.0
CEBPD	FBLN5	0.27741173781408873	0.0
RUNX1	PLIN3	0.25783433499133274	0.0
FOSL2	EPHA10	0.2805166746450072	0.004539787527535477
FOSL2	CD48	0.23581547020933205	0.01855443637692744
FOSL2	CD44	0.41086010095009995	0.0
RUNX1	COL6A1	0.3228528217904018	0.0
RUNX1	COL6A3	0.2933669683735867	0.0
RUNX1	COL6A2	0.31128541594169806	0.0
RUNX1	SHISA5	0.24176506428903685	8.112773786095318E-8
STAT3	C6orf89	0.241745106172105	2.4040999261343288E-4
CEBPB	CAMK2N1	0.23213611079175459	0.01855443637692744
RUNX1	USP3	0.26621614596601567	1.4814949267361044E-8
STAT3	C11orf73	0.2819978377409984	0.0
RUNX1	USP2	0.29875441422210725	0.0
RUNX1	AXIN2	0.24317700971785755	1.092015777803823E-5
BHLHE40	PUF60	0.2854150388256908	5.2193469646244495E-5
STAT3	C11orf51	0.2675980619702461	0.01855443637692744
FOSL2	CRISPLD2	0.2830533544882751	0.0
STAT3	C11orf48	0.26618867563379156	0.0
RUNX1	S100A1	0.24843216308235136	4.5227155354155E-10
STAT3	PARP10	0.2709038463487708	0.0
STAT3	PARP14	0.24749539978800897	1.2223555501122974E-11
STAT3	CMYA5	0.25495994426559704	1.092015777803823E-5
RUNX1	STOX1	0.23609165768481488	0.0010657119820622896
STAT3	C11orf10	0.2320912229824497	2.4040999261343288E-4
CEBPB	DENND5B	0.28147425929052977	0.0
RUNX1	C15orf33	0.2606115423053939	7.334133300673784E-11
RUNX1	TES	0.2770223427958054	4.300246825295062E-7
BHLHE40	ATP1A1	0.29488285417323623	0.0
CEBPB	LOC100144603	0.2600186264523848	0.0
BHLHE40	ELP3	0.2845166462398215	0.01855443637692744
CEBPB	DENND2D	0.27616232108891564	0.0
CEBPD	FAM155B	0.2655244883339589	5.2193469646244495E-5
BHLHE40	ATP1B2	0.2629524490501507	1.4814949267361044E-8
CEBPB	BCL10	0.28295812415962607	0.004539787527535477
CEBPB	DENND1C	0.2739003448744369	0.0
CEBPD	CTSL1	0.34913139534241366	1.092015777803823E-5
FOSL2	LOXL2	0.3038751781083507	0.0
FOSL2	TACC1	0.2993091634856288	0.0
CEBPB	PVRL4	0.23005740278073478	5.2193469646244495E-5
CEBPB	ZIM2	0.2625558228038253	7.334133300673784E-11
STAT3	NDUFA4	0.25759937846876513	4.5227155354155E-10
STAT3	FERMT2	0.27177160413515533	0.0
STAT3	NDUFB2	0.2622477307431518	2.4040999261343288E-4
STAT3	NDUFB5	0.27170419906134957	1.092015777803823E-5
STAT3	NDUFA8	0.2552367293714943	2.4040999261343288E-4
STAT3	NDUFA7	0.25472718705891256	5.2193469646244495E-5
STAT3	NDUFC2	0.25821117292988477	0.0
STAT3	NDUFB9	0.2980757056188937	0.0
STAT3	NDUFB8	0.2673629944150021	0.0
CEBPB	SQRDL	0.37298761129811037	0.0
FOSL2	GPR132	0.2859208891283813	1.092015777803823E-5
FOSL2	TYMP	0.2640752430575955	5.2193469646244495E-5
FOSL2	SEC61A1	0.25599200648081866	2.6280644327414393E-9
FOSL2	GPR124	0.24715761683430296	7.334133300673784E-11
BHLHE40	ACTB	0.2826350207974723	1.4814949267361044E-8
CEBPB	ACSL1	0.2924685282691524	0.0
CEBPB	ACSL4	0.2611269448610963	0.0010657119820622896
CEBPB	ACSL6	0.27257599270420085	2.204701587960045E-6
FOSL2	GPR160	0.24294848226633134	0.01855443637692744
BHLHE40	MGC57346	0.26448099637478073	0.0
STAT3	C22orf32	0.26041685315106283	5.2193469646244495E-5
STAT3	C22orf40	0.2516265922917308	0.0010657119820622896
FOSL2	UNC5B	0.2978162874311686	2.204701587960045E-6
STAT3	COPE	0.24717401564865907	0.01855443637692744
BHLHE40	ACP6	0.25071935785567073	0.0010657119820622896
STAT3	COQ5	0.26194286222973445	1.4814949267361044E-8
STAT3	COQ3	0.2694192748632291	0.0
BHLHE40	DSCC1	0.27063961618763577	0.004539787527535477
FOSL2	MOV10	0.2907253662960101	0.01855443637692744
STAT3	BAIAP2	0.2722470903901468	0.01855443637692744
FOSL2	GRK5	0.3382346127869309	0.0
STAT3	UBE2E2	0.25281493265500893	8.112773786095318E-8
STAT3	UBE2E1	0.24243738899365994	0.004539787527535477
STAT3	UBE2E3	0.2559352780719594	2.6280644327414393E-9
FOSL2	PLAU	0.33807589719686104	0.0010657119820622896
FOSL2	PLB1	0.279747109382798	0.01855443637692744
FOSL2	PLP2	0.3001804878242858	2.4040999261343288E-4
RUNX1	ABHD2	0.23860251768722388	0.01855443637692744
RUNX1	ABHD6	0.22512452824849333	0.004539787527535477
BHLHE40	ABCA1	0.2920085567695034	5.2193469646244495E-5
BHLHE40	ABCB8	0.26208620219196677	0.0
CEBPB	LAPTM5	0.3741530404309048	0.0
BHLHE40	ABCC9	0.25226658918628225	2.6280644327414393E-9
STAT3	HDAC7	0.30935109780443404	0.0
BHLHE40	ABCC3	0.30473099142935534	0.0
FOSL2	PLK3	0.3439832701272418	0.01855443637692744
BHLHE40	F11R	0.30442649636308095	0.0
STAT3	UBE2J2	0.23989594113052606	0.01855443637692744
STAT3	DRAM1	0.25810007441427696	2.204701587960045E-6
FOSL2	GLIPR1	0.28072992832237165	0.0
STAT3	PTBP2	0.2816713839373301	0.0010657119820622896
RUNX1	PDGFRB	0.2660763895548478	0.004539787527535477
CEBPB	LAMP2	0.26843986326159086	4.5227155354155E-10
CEBPB	DCAF7	0.30726435188433215	0.0
CEBPD	HSPB1	0.3137009197768737	2.204701587960045E-6
CEBPD	HSPB6	0.2804825948133849	2.4040999261343288E-4
BHLHE40	TIMM50	0.24792057586709357	0.0
CEBPB	MAGI2	0.25692081652430626	0.0
CEBPB	MAGI1	0.3304074291704021	0.0
CEBPD	HSPA5	0.2873285678005962	0.0010657119820622896
STAT3	SNAPIN	0.26403560344922106	5.2193469646244495E-5
CEBPB	MDN1	0.26307205887793533	0.0010657119820622896
FOSL2	BICD1	0.3319938126697853	0.0
BHLHE40	TIMM13	0.25743981486909073	2.204701587960045E-6
STAT3	UBL5	0.2539202109012765	0.0
STAT3	CRIM1	0.2738231392748242	0.01855443637692744
FOSL2	BMP2K	0.26722374691744066	4.5227155354155E-10
FOSL2	GRB2	0.273400849649043	0.0
CEBPD	SDCBP	0.25301020332926366	2.4040999261343288E-4
BHLHE40	NUDT11	0.28172501943885087	0.0
FOSL2	BICC1	0.2852906253710665	2.204701587960045E-6
RUNX1	AKAP2	0.2569790489539932	0.004539787527535477
RUNX1	AKAP1	0.2854731125346111	0.01855443637692744
RUNX1	VCL	0.3273130478649746	1.092015777803823E-5
STAT3	UBA3	0.2524313453930633	5.2193469646244495E-5
RUNX1	VDR	0.2967237856894573	1.092015777803823E-5
CEBPB	PILRA	0.3165337897840842	0.0
FOSL2	AMOTL1	0.2513927026455325	5.2193469646244495E-5
CEBPB	NAA16	0.22931566510763257	2.4040999261343288E-4
CEBPD	PHYHIPL	0.25818860702211094	8.112773786095318E-8
BHLHE40	SPC25	0.2628591180653443	0.0
BHLHE40	PRPSAP2	0.30912497125328403	0.0
FOSL2	PKM2	0.2981579988572621	0.0010657119820622896
CEBPD	C10orf2	0.27317815056381417	2.204701587960045E-6
RUNX1	STRAP	0.23743291065365682	4.300246825295062E-7
STAT3	PTMA	0.25585285601692986	1.092015777803823E-5
CEBPB	CATSPERB	0.24132310836879903	2.4040999261343288E-4
CEBPB	CATSPER1	0.3031901783283244	0.0
CEBPD	MYH9	0.28392619048028905	0.004539787527535477
RUNX1	EFEMP2	0.3100742466541964	0.0
CEBPB	MED1	0.2555628060623351	4.5227155354155E-10
RUNX1	VIM	0.25531796606133117	8.112773786095318E-8
STAT3	KCNK2	0.25711364923563873	0.01855443637692744
STAT3	PTRF	0.40358862285797265	0.0
RUNX1	CSMD3	0.2541656738887659	5.2193469646244495E-5
BHLHE40	NUP35	0.3190319792570252	0.0
FOSL2	PITPNM1	0.302191727402866	0.0
CEBPB	MED13	0.24794156334918313	5.2193469646244495E-5
CEBPB	MED24	0.26227641539867913	0.0
BHLHE40	B3GNT5	0.2600592709972429	4.5227155354155E-10
RUNX1	LMNA	0.26808330294576926	0.0
BHLHE40	B3GNT9	0.25408790480293736	0.01855443637692744
CEBPB	C1orf85	0.2921826984110539	0.0
BHLHE40	RGS6	0.23369899002332986	2.204701587960045E-6
RUNX1	UGCG	0.2773297327106105	0.0010657119820622896
RUNX1	SH3PXD2B	0.2438144067085068	0.0010657119820622896
STAT3	ATP11A	0.2743962635471742	2.204701587960045E-6
RUNX1	OAF	0.26680160197384684	0.0
BHLHE40	ESCO2	0.2758456034994105	0.0
CEBPD	PRDM1	0.27542664331052047	0.0010657119820622896
RUNX1	OMG	0.27405274134069624	2.204701587960045E-6
CEBPD	BCL7B	0.26264944548147356	4.300246825295062E-7
STAT3	STRA13	0.27857420177794723	0.0
CEBPD	BCL7A	0.27049877426709934	4.5227155354155E-10
BHLHE40	TPCN2	0.26350154769788076	5.2193469646244495E-5
FOSL2	EDNRA	0.2563851145192541	2.4040999261343288E-4
FOSL2	GADD45A	0.2893928490383213	0.004539787527535477
FOSL2	GADD45B	0.2920479134160507	0.0010657119820622896
BHLHE40	FERMT1	0.268902403153114	7.334133300673784E-11
BHLHE40	PLOD2	0.30633115647768255	0.0
BHLHE40	PLOD1	0.2844447789624155	8.112773786095318E-8
CEBPB	SFRS14	0.30483641258513255	0.0
CEBPB	IL18BP	0.25420381780643264	0.01855443637692744
FOSL2	CHD5	0.23961358014986167	2.4040999261343288E-4
RUNX1	HOXA11	0.2677219552823445	0.01855443637692744
BHLHE40	GXYLT2	0.2548401276686179	2.6280644327414393E-9
CEBPB	COLEC12	0.24547717383767054	0.0
RUNX1	NOG	0.2691867996134002	5.2193469646244495E-5
BHLHE40	GALNT6	0.25623267734391336	0.0
BHLHE40	MYOF	0.36657733475745596	0.0
RUNX1	UGP2	0.26727350807774597	0.0
RUNX1	HAMP	0.2507873603637308	2.4040999261343288E-4
CEBPD	MMP7	0.2554992742990085	0.0010657119820622896
CEBPB	ZSCAN2	0.25385383367976344	4.5227155354155E-10
BHLHE40	RFX2	0.25217832326313516	0.01855443637692744
RUNX1	SPON2	0.26264861158862185	8.112773786095318E-8
RUNX1	HAGH	0.2562458782719355	2.4040999261343288E-4
CEBPD	ZFP36L2	0.35020015921891645	0.0
BHLHE40	HIVEP3	0.29267319638189115	0.0
CEBPB	IL17RD	0.2576627636384419	4.5227155354155E-10
CEBPD	ACRV1	0.2425491674909956	0.01855443637692744
FOSL2	CHGA	0.2662066351478364	0.0010657119820622896
CEBPD	CHI3L1	0.3994825494935468	0.0
CEBPD	CHI3L2	0.3115949503873657	0.0
RUNX1	PI3	0.2761380855662217	7.334133300673784E-11
BHLHE40	C15orf23	0.27070732889096716	5.2193469646244495E-5
STAT3	GPX4	0.23921366550535578	0.0
RUNX1	RCOR1	0.25118293601864444	2.4040999261343288E-4
BHLHE40	C15orf48	0.26601603846384164	0.0010657119820622896
BHLHE40	C15orf41	0.27576239974192107	0.0010657119820622896
CEBPB	IL18R1	0.2725684968329396	0.0
RUNX1	ANKRD46	0.3528958949239927	0.0
STAT3	NTHL1	0.2805902534147075	0.0
CEBPB	LY75	0.25620789165412783	0.01855443637692744
CEBPD	CH25H	0.32583895153444614	0.01855443637692744
RUNX1	PLVAP	0.28094057263475947	0.0010657119820622896
CEBPB	LY86	0.2926540794728384	0.0
CEBPB	LY96	0.2840051150267129	0.0
STAT3	MYEOV2	0.2848179290504919	0.0
STAT3	CDH2	0.28299978289114364	4.5227155354155E-10
RUNX1	PML	0.27952835987909125	5.2193469646244495E-5
CEBPB	HM13	0.25217370192240673	0.0
BHLHE40	RFC3	0.26928871255177816	1.4814949267361044E-8
CEBPB	CBWD3	0.24899726721475077	0.01855443637692744
CEBPB	HLTF	0.26056460628820755	0.0010657119820622896
RUNX1	CSDA	0.29441163565054723	5.2193469646244495E-5
STAT3	PJA2	0.23471897230842884	0.01855443637692744
CEBPD	FAM115C	0.2685213606337282	0.0
FOSL2	PMF1	0.2632143659222837	0.004539787527535477
BHLHE40	ILF2	0.26313789115767566	0.0
RUNX1	OS9	0.2602251239192685	2.6280644327414393E-9
CEBPD	FAM117B	0.27179047963401015	2.204701587960045E-6
RUNX1	PYGL	0.27213258203601165	1.2223555501122974E-11
STAT3	CCT7	0.23868550363679064	1.092015777803823E-5
STAT3	CCT4	0.2558491119413379	4.300246825295062E-7
BHLHE40	SGOL1	0.24964493885377562	0.004539787527535477
BHLHE40	LZTFL1	0.25589160365252417	0.0
RUNX1	SH3KBP1	0.22874865137433278	5.2193469646244495E-5
CEBPB	LYL1	0.2798823036458696	0.0
STAT3	CD99	0.25877809808700286	2.4040999261343288E-4
STAT3	PPP4R1L	0.23716575535413778	0.01855443637692744
BHLHE40	SGMS2	0.3294176218768499	0.0
BHLHE40	PCSK5	0.28283370992401513	0.0
BHLHE40	RIN1	0.30461913038419275	0.0
BHLHE40	LOC148189	0.23866652343131795	1.4814949267361044E-8
RUNX1	PXN	0.314372053102212	0.0
FOSL2	PPOX	0.2495201166144855	0.004539787527535477
CEBPB	CYP27A1	0.26689964620916606	0.0
BHLHE40	ECE1	0.2833592530049554	1.092015777803823E-5
RUNX1	PVR	0.26553279924418666	0.0
STAT3	YBX1	0.2469621736833901	7.334133300673784E-11
RUNX1	LRTOMT	0.2594661988878939	0.0010657119820622896
RUNX1	IGFBP3	0.26730856694480376	4.300246825295062E-7
BHLHE40	ZC3H12A	0.37359183266363166	0.0
CEBPB	TM2D2	0.25548827449198336	5.2193469646244495E-5
BHLHE40	C5orf44	0.24751004893201323	0.0010657119820622896
CEBPB	CXXC4	0.35197742129782256	0.0
STAT3	SAMD4A	0.25236319669480295	1.092015777803823E-5
RUNX1	RNF5P1	0.2540923864621949	1.4814949267361044E-8
BHLHE40	C5orf13	0.23843307608632147	0.01855443637692744
CEBPB	IL15RA	0.3115780189719392	0.0
CEBPB	B3GAT3	0.22381518409664122	0.0010657119820622896
FOSL2	TCEAL6	0.263700546950897	0.0010657119820622896
STAT3	HSPA1A	0.2592652647506481	1.092015777803823E-5
CEBPB	F13A1	0.2950314867878606	0.0
STAT3	C20orf196	0.24614907484862575	2.204701587960045E-6
RUNX1	LNP1	0.24551487755287618	0.01855443637692744
CEBPD	PAR-SN	0.2377089567353516	2.4040999261343288E-4
RUNX1	CTSZ	0.2730560104489314	0.0
RUNX1	CTSB	0.24096767891622328	5.2193469646244495E-5
STAT3	CDKN2AIPNL	0.23955701036600766	2.6280644327414393E-9
FOSL2	CIITA	0.32272538855431193	0.0
STAT3	SPATS2L	0.2707010855313518	7.334133300673784E-11
FOSL2	ZBTB7A	0.2689034649139831	0.0010657119820622896
FOSL2	ZBTB7C	0.2375916428849216	0.0010657119820622896
FOSL2	ZBTB7B	0.3251656670267972	0.0
STAT3	PHF3	0.24874883620951285	0.0010657119820622896
RUNX1	AGXT2L1	0.2314711543902716	0.0
STAT3	DDX42	0.2424573278832145	0.0
CEBPB	UPP1	0.2898772490416028	0.0
STAT3	PHIP	0.25393019996508065	0.004539787527535477
FOSL2	SHANK1	0.27206040818229715	0.01855443637692744
FOSL2	NTHL1	0.27237602993242066	0.0
STAT3	TAPBP	0.27542764070672193	7.334133300673784E-11
FOSL2	C3orf1	0.25902246603726653	0.01855443637692744
RUNX1	CUL7	0.25573875640832483	0.01855443637692744
STAT3	C18orf32	0.2702491189416477	0.0
CEBPD	ARHGAP18	0.2579604838198587	2.4040999261343288E-4
RUNX1	CLEC18B	0.2577624472988587	0.0010657119820622896
CEBPD	ARHGAP29	0.2742307039014673	0.01855443637692744
FOSL2	H6PD	0.2925888860849503	1.092015777803823E-5
STAT3	PHAX	0.25576540648903084	2.4040999261343288E-4
STAT3	ATP1A1	0.2742452703824125	0.0
RUNX1	OR51E1	0.2804657818407806	0.0
CEBPB	VPRBP	0.2532165366833353	0.0
CEBPB	FOLR2	0.25962274983825095	0.0
CEBPB	PODXL2	0.25443277740158754	0.0010657119820622896
STAT3	PHC3	0.26345585933123766	2.204701587960045E-6
CEBPB	DKFZp686O24166	0.24203712108555564	8.112773786095318E-8
CEBPB	ANKRD29	0.2640914528938235	0.0
BHLHE40	TUBA1C	0.26362511396917565	0.0
BHLHE40	ING4	0.26375748031539553	2.4040999261343288E-4
FOSL2	PDLIM7	0.2962435461417115	2.204701587960045E-6
STAT3	CTTNBP2NL	0.25751447722433995	0.0
CEBPB	C1orf38	0.35471026662193533	0.0
CEBPB	ISG20	0.33411204237220327	0.0
STAT3	CANX	0.255375004978676	0.0
FOSL2	COPS7A	0.2648191301790103	2.4040999261343288E-4
CEBPB	LRRN1	0.2633815392553943	0.0
CEBPB	C1orf54	0.25534702030787454	2.4040999261343288E-4
STAT3	ROCK2	0.2572687930689301	0.0
RUNX1	AP2S1	0.2583568039973122	4.5227155354155E-10
STAT3	GOLGA6L5	0.27201398902533075	0.004539787527535477
STAT3	ERBB2IP	0.27009232927535043	2.6280644327414393E-9
BHLHE40	IRF2	0.2593897271639449	0.0010657119820622896
CEBPB	RDH10	0.36044135704788216	0.004539787527535477
CEBPB	GSTO1	0.2644744385016761	0.0
FOSL2	PSD4	0.2722243374756181	4.300246825295062E-7
FOSL2	PSD2	0.2865033228507066	0.0010657119820622896
BHLHE40	FANCI	0.3004014317055584	8.112773786095318E-8
BHLHE40	FANCL	0.2613396130447795	0.0010657119820622896
RUNX1	SYDE1	0.2650326193061463	0.0
CEBPD	TCEAL5	0.23874464906325513	1.4814949267361044E-8
CEBPB	GSTK1	0.2544898431828979	0.0
BHLHE40	SLC38A10	0.27852485088504825	0.01855443637692744
CEBPB	TMBIM4	0.23733259663130551	1.4814949267361044E-8
CEBPB	TMBIM1	0.2615953589005764	0.0
STAT3	XRCC4	0.2472519316155073	0.004539787527535477
CEBPB	TAX1BP3	0.2729910938576317	2.204701587960045E-6
CEBPB	ORAI3	0.2571790842153871	0.0
CEBPB	RAG1AP1	0.2896975092889373	0.0
FOSL2	CIDEB	0.31221250694289054	0.0
FOSL2	PLK1S1	0.2951275217309158	0.0
FOSL2	NMNAT2	0.2423145338433771	0.004539787527535477
STAT3	H6PD	0.2810887081909585	0.0
STAT3	POLB	0.2760724401246043	0.0
RUNX1	CSNK1G2	0.2372462515750971	2.204701587960045E-6
RUNX1	SH2B3	0.3268463458988022	0.0
STAT3	POP7	0.2575590956007377	1.2223555501122974E-11
CEBPB	MAGED4B	0.27746921416157794	0.0
RUNX1	JUN	0.2971851836143987	1.2223555501122974E-11
RUNX1	HES6	0.37394129671990584	0.0
RUNX1	HES5	0.27365787268894187	0.0
CEBPB	GSTA4	0.2922264910747923	2.204701587960045E-6
CEBPB	GPRASP2	0.28184778153821205	0.0
STAT3	WIPF2	0.25621673057866684	7.334133300673784E-11
CEBPD	VMO1	0.35462789215286367	0.004539787527535477
FOSL2	ZFP36L1	0.2963067895120734	0.0
BHLHE40	POM121L9P	0.27458599394929284	1.2223555501122974E-11
CEBPB	ORC1L	0.28275713734208285	0.0
CEBPD	MT2A	0.2622609563818583	0.0
CEBPB	MCM3APAS	0.2783860042526305	0.0
CEBPD	MT1X	0.2411708053288862	0.0
FOSL2	NFKBIZ	0.35075419567381905	0.0
BHLHE40	EDN2	0.29522256243578887	1.092015777803823E-5
BHLHE40	FAM200B	0.24199748026011692	0.01855443637692744
RUNX1	LIF	0.36611218964892567	0.0
CEBPB	CD300LB	0.28154689387324316	0.0
CEBPB	HPS6	0.27400523580712804	4.5227155354155E-10
CEBPB	CD300LF	0.2732155691671146	0.0
FOSL2	APOBEC3A	0.25502437670867206	0.01855443637692744
FOSL2	PRF1	0.2670705219730765	2.204701587960045E-6
RUNX1	LBH	0.2593029488416792	5.2193469646244495E-5
STAT3	CHD4	0.24947267808854723	0.01855443637692744
STAT3	CHD1	0.2598162602882899	0.0010657119820622896
CEBPB	CYP26A1	0.24262592390360688	0.01855443637692744
CEBPB	HS1BP3	0.2447573136740721	0.0
